show_id,type,title,director,casts,country,release_year,rating,duration,listed_in,description,Date_added_converted
s2306,"TV SHOW","21 AGAIN",NULL,"LAURA MORGAN","UNITED KINGDOM",2019,TV-MA,"1 Season","British TV Shows, Reality TV","In a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of Gen Z.",2020-07-01
s6002,"TV SHOW","21 SARFAROSH: SARAGARHI 1897",NULL,"LUKE KENNY, MOHIT RAINA, MUKUL DEV",INDIA,2018,TV-14,"1 Season","International TV Shows, TV Dramas","In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.",2018-12-01
s5005,"TV SHOW","21 THUNDER",NULL,"STEPHANIE BENNETT, EMMANUEL KABONGO, RJ FETHERSTONHAUGH, ANDRES JOSEPH, KEVIN CLAYDON, CONRAD PLA, CLARK BACKO, RYAN PIERCE, EILEEN LI, SUSAN BAIN, CRISTINA ROSATO, JONATHAN KIM, COLM FEORE",CANADA,2017,TV-MA,"1 Season","Crime TV Shows, International TV Shows, TV Dramas","Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",2018-03-01
s4523,MOVIE,"22 JULY","PAUL GREENGRASS","ANDERS DANIELSEN LIE, JON ØIGARDEN, JONAS STRAND GRAVLI, OLA G. FURUSETH, MARIA BOCK, THORBJØRN HARR, JADEN SMITH","NORWAY, ICELAND, UNITED STATES",2018,R,"144 min","Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",2018-10-10
s5966,MOVIE,22-JUL,"PAUL GREENGRASS","ANDERS DANIELSEN LIE, JON ØIGARDEN, JONAS STRAND GRAVLI, OLA G. FURUSETH, MARIA BOCK, THORBJØRN HARR, JADEN SMITH","NORWAY, ICELAND, UNITED STATES",2018,R,"144 min","Dramas, Thrillers","After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",2018-10-10
s4278,MOVIE,23:59,"GILBERT CHAN","TEDD CHAN, STELLA CHUNG, HENLEY HII, LAWRENCE KOH, TOMMY KUAN, JOSH LAI, MARK LEE, SUSAN LEONG, BENJAMIN LIM",SINGAPORE,2011,R,"78 min","Horror Movies, International Movies","When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",2018-12-20
s6003,MOVIE,"2307: WINTER'S DREAM","JOEY CURTIS","PAUL SIDHU, ARIELLE HOLMES, BRANDEN COLES, KELCEY WATSON, ANNE-SOLENNE HATTE, BRAD POTTS, TIMOTHY LEE DEPRIEST, FERNANDO ARGOSINO, DUCHESS DUKES, HARWOOD GORDON, STORMI HENLEY","UNITED STATES",2016,TV-MA,"101 min","Action & Adventure, Independent Movies, Sci-Fi & Fantasy","In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",2018-03-01
s6004,MOVIE,"24 HOURS TO LIVE","BRIAN SMRZ","ETHAN HAWKE, XU QING, PAUL ANDERSON, RUTGER HAUER, TYRONE KEOGH, NATHALIE BOLTT, LIAM CUNNINGHAM","SOUTH AFRICA, CHINA, UNITED STATES",2017,R,"93 min","Action & Adventure","Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.",2018-04-07
s4557,MOVIE,"25 KILLE","SIMRANJIT SINGH HUNDAL","GUGGU GILL, YOGRAJ SINGH, SONIA MANN, JIMMY SHARMA, SAPNA BASSI, LAKHA LAKHWINDER SINGH, SANDEEP KAUR SANDY, SARDAR SOHI",INDIA,2016,TV-14,"140 min","Action & Adventure, Dramas, International Movies","Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",2018-10-01
s5236,MOVIE,"26 YEARS","GEUN-HYUN CHO","GOO JIN, HYE-JIN HAN, SOO-BIN BAE, SEUL-ONG IM, KYEONG-YEONG LEE, GWANG JANG, DEOK-JAE JO, EUI-SUNG KIM, SEOK-HWAN AN, BOK-GI MIN","SOUTH KOREA",2012,TV-MA,"135 min","Dramas, International Movies, Thrillers","Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",2017-10-01
s6005,MOVIE,"27, EL CLUB DE LOS MALDITOS","NICANOR LORETI","DIEGO CAPUSOTTO, SOFÍA GALA, DANIEL ARÁOZ, WILLY TOLEDO, EL POLACO, PAULA MANZONE, YAYO GURIDI, GUILLERMO TOLEDO",ARGENTINA,2018,TV-MA,"82 min","Action & Adventure, Comedies, International Movies","After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.",2018-05-01
s6006,MOVIE,"27: GONE TOO SOON","SIMON NAPIER-BELL","JANIS JOPLIN, JIMI HENDRIX, AMY WINEHOUSE, JIM MORRISON, KURT COBAIN","UNITED KINGDOM",2017,TV-MA,"70 min",Documentaries,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse.",2018-05-01
s6007,MOVIE,"28 DAYS","BETTY THOMAS","SANDRA BULLOCK, VIGGO MORTENSEN, DOMINIC WEST, DIANE LADD, ELIZABETH PERKINS, STEVE BUSCEMI, ALAN TUDYK, MIKE O'MALLEY, AZURA SKYE, RENI SANTONI, MARIANNE JEAN-BAPTISTE","UNITED STATES",2000,PG-13,"104 min","Comedies, Dramas","After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook.",2020-09-30
s5434,"TV SHOW","28 MOONS",NULL,"JIN-SUNG YANG, KYU-JONG KIM, TAE-HWAN KANG, GEUMMI","SOUTH KOREA",2016,TV-PG,"1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.",2017-06-10
s1609,MOVIE,"3 DAYS TO KILL",MCG,"KEVIN COSTNER, AMBER HEARD, HAILEE STEINFELD, CONNIE NIELSEN, TÓMAS LEMARQUIS, RICHARD SAMMEL, MARC ANDRÉONI, BRUNO RICCI, JONAS BLOQUET, ERIQ EBOUANEY","UNITED STATES, FRANCE, SERBIA",2014,PG-13,"117 min","Action & Adventure","A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.",2020-12-01
s6008,MOVIE,"3 DEEWAREIN","NAGESH KUKUNOOR","NASEERUDDIN SHAH, JACKIE SHROFF, JUHI CHAWLA, NAGESH KUKUNOOR, GULSHAN GROVER, ADITYA LAKHIA, SHRI VALLABH VYAS",NULL,2003,TV-MA,"121 min","Dramas, International Movies, Thrillers","A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.",2019-12-31
s6009,MOVIE,"3 GENERATIONS","GABY DELLAL","ELLE FANNING, NAOMI WATTS, SUSAN SARANDON, TATE DONOVAN, LINDA EMOND, JORDAN CARLOS, SAM TRAMMELL, MARIA DIZZIA, TESSA ALBERTSON","UNITED STATES",2015,PG-13,"92 min","Dramas, LGBTQ Movies","When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.",2017-08-28
s6010,MOVIE,"3 HEROINES","IMAN BROTOSENO","REZA RAHADIAN, BUNGA CITRA LESTARI, TARA BASRO, CHELSEA ISLAN",INDONESIA,2016,TV-PG,"124 min","Dramas, International Movies, Sports Movies","Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.",2019-01-05
s1115,MOVIE,"3 IDIOTS","RAJKUMAR HIRANI","AAMIR KHAN, KAREENA KAPOOR, MADHAVAN, SHARMAN JOSHI, OMI VAIDYA, BOMAN IRANI, MONA SINGH, JAVED JAFFREY",INDIA,2009,PG-13,"164 min","Comedies, Dramas, International Movies","While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",2021-04-01
s6011,MOVIE,"3 SECONDS DIVORCE","SHAZIA JAVED",NULL,CANADA,2018,TV-PG,"53 min","Documentaries, Faith & Spirituality","A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.",2019-06-15
s5665,MOVIE,"3 TÜRKEN & EIN BABY","SINAN AKKUŞ","KOSTJA ULLMANN, EKO FRESH, KIDA KHODR RAMADAN, SABRINA KLÜBER, SAMI NASSER, KAYLA RYBICKA, JYTTE-MERLE BÖHRNSEN, EMRAH ERDOGRU, TIM GROTHE, HÜLYA DUYAR",GERMANY,2015,TV-MA,"93 min","Comedies, International Movies","The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.",2016-12-15
s2128,"TV SHOW",3%,NULL,"JOÃO MIGUEL, BIANCA COMPARATO, MICHEL GOMES, RODOLFO VALENTE, VANEZA OLIVEIRA, RAFAEL LOZANO, VIVIANE PORTO, MEL FRONCKOWIAK, SERGIO MAMBERTI, ZEZÉ MOTTA, CELSO FRATESCHI",BRAZIL,2020,TV-MA,"4 Seasons","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",2020-08-14
s6012,MOVIE,"30 DAYS OF LUXURY","HANI HAMDI","TAHER FAROUZ, SAD AL-SAGHIR, AHMAD FALOKS, SOLEIMAN EID, MAHMOOD EL-LAITHI, HESHAM ISMAIL, SHAIMA SAIF, NERMIN MAHER, SOFINAR",EGYPT,2016,TV-14,"91 min","Comedies, International Movies","With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.",2019-04-18
s6013,MOVIE,"30 MINUTES OR LESS","RUBEN FLEISCHER","JESSE EISENBERG, DANNY MCBRIDE, AZIZ ANSARI, NICK SWARDSON, DILSHAD VADSARIA, MICHAEL PEÑA, BIANCA KAJLICH, FRED WARD","UNITED STATES",2011,R,"83 min","Action & Adventure, Comedies","Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.",2021-01-01
s324,"TV SHOW","30 ROCK",NULL,"TINA FEY, ALEC BALDWIN, TRACY MORGAN, JANE KRAKOWSKI, JACK MCBRAYER, SCOTT ADSIT, JUDAH FRIEDLANDER, KATRINA BOWDEN, KEITH POWELL, LONNY ROSS, JOHN LUTZ, KEVIN BROWN, GRIZZ CHAPMAN, MAULIK PANCHOLY","UNITED STATES",2012,TV-14,"7 Seasons","TV Comedies","Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.",2021-08-01
s6014,MOVIE,"300 MILES TO HEAVEN","MACIEJ DEJCZER","KRZYSZTOF STROIŃSKI, ANDRZEJ MELLIN, ADRIANNA BIEDRZYŃSKA, ADRIANNA BIEDRZYŃSKA, RAFAŁ ZIMOWSKI, KAMA KOWALEWSKA, WIESŁAW KOMASA, ALEKSANDER BEDNARZ, JADWIGA JANKOWSKA-CIESLAK, WOJCIECH KLATA","DENMARK, FRANCE, POLAND",1989,TV-14,"93 min","Dramas, International Movies","Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home.",2019-10-01
s2799,MOVIE,3022,"JOHN SUITS","OMAR EPPS, KATE WALSH, MIRANDA COSGROVE, ANGUS MACFADYEN, JORJA FOX, ENVER GJOKAJ, HAAZ SLEIMAN","UNITED STATES",2019,R,"91 min","Independent Movies, Sci-Fi & Fantasy, Thrillers","Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds.",2020-03-19
s2413,MOVIE,"365 DAYS","BARBARA BIAŁOWĄS, TOMASZ MANDES","ANNA-MARIA SIEKLUCKA, MICHELE MORRONE, BRONISŁAW WROCŁAWSKI, OTAR SARALIDZE, MAGDALENA LAMPARSKA, NATASZA URBAŃSKA, GRAŻYNA SZAPOŁOWSKA, TOMASZ STOCKINGER, GIANNI PARISI, MATEUSZ ŁASOWSKI",POLAND,2020,TV-MA,"114 min","Dramas, International Movies, Romantic Movies","A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",2020-06-07
s2971,MOVIE,"37 SECONDS",HIKARI,"MEI KAYAMA, MISUZU KANNO, SHUNSUKE DAITOH, MAKIKO WATANABE, YOSHIHIKO KUMASHINO, MINORI HAGIWARA, SHOHEI UNO, YUKA ITAYA, KIYOHIKO SHIBUKAWA, EITA OKUNO, HARUKA IMOU, TOSHINORI OMI",JAPAN,2020,TV-MA,"116 min","Dramas, International Movies","Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",2020-01-31
s3668,"TV SHOW","3BELOW: TALES OF ARCADIA",NULL,"TATIANA MASLANY, DIEGO LUNA, NICK OFFERMAN, NICK FROST, GLENN CLOSE, ALON ABOUTBOUL, HAYLEY ATWELL, DARIN DE PAUL, ANDY GARCIA, CHERYL HINES, TOM KENNY, CHRIS OBI, COLE SAND, FRANK WELKER, STEVEN YEUN","UNITED STATES",2019,TV-Y7,"2 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2019-07-12
s1666,MOVIE,"40 STICKS","VICTOR GATONYE","ROBERT AGENGO, MWAURA BILAL, ANDREO KAMAU, CAJETAN BOY, ARABRON NYYENEQUE, SHIVISKE SHIVISI, XAVIER YWAYA",KENYA,2019,TV-14,"93 min","International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",2020-11-20
s6015,MOVIE,"42 GRAMS","JACK C. NEWELL","JAKE BICKELHAUPT","UNITED STATES",2017,TV-MA,"81 min",Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.",2018-02-01
s325,"TV SHOW","44 CATS",NULL,"SARAH NATOCHENNY, SUZY MYERS, SIMONA BERMAN, ERICA SCHROEDER, MARCA LEIGH, SCOTTIE RAY, HENRY F. BENJAMIN",ITALY,2020,TV-Y7,"3 Seasons","Kids' TV","Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",2021-08-01
s3576,"TV SHOW","45 RPM",NULL,"CARLOS CUEVAS, GUIOMAR PUERTA, IVÁN MARCOS, ISRAEL ELEJALDE, EUDALD FONT, LUIS LARRODERA, CARMEN GUTIÉRREZ, DIANA GÓMEZ, VITO SANZ, MARINA SAN JOSÉ, PERE PONCE, JOAN PERA",SPAIN,2019,TV-MA,"1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.",2019-08-16
s5389,"TV SHOW",46,"SERDAR AKAR","ERDAL BEŞIKÇIOĞLU, YASEMIN ALLEN, MELIS BIRKAN, SAYGIN SOYSAL, BERKAN ŞAL, METIN BELGIN, AYÇA EREN, SELIN ULUDOĞAN, ÖZAY FECHT, SUNA YILDIZOĞLU",TURKEY,2016,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Mysteries","A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",2017-07-01
s5116,MOVIE,"48 CHRISTMAS WISHES","MARCO DEUFEMIA, JUSTIN G. DYCK","KHIYLA AYNNE, NOAH DYER, MAYA FRANZOI, CLARA KUSHNIR, MADELINE LEON, LIAM MACDONALD, MATT SCHICHTER, ETHAN YANG, ADAM CREW",CANADA,2017,TV-G,"84 min","Children & Family Movies, Comedies","When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.",2017-12-20
s3669,MOVIE,4L,"GERARDO OLIVARES","JEAN RENO, HOVIK KEUCHKERIAN, SUSANA ABAITUA, JUAN DOS SANTOS, ARTURO VALLS, ENRIQUE SAN FRANCISCO, FRANCESC GARRIDO, ERIC NGUYEN",SPAIN,2019,TV-MA,"105 min","Comedies, Dramas, Independent Movies","Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",2019-07-12
s6016,MOVIE,"4TH MAN OUT","ANDREW NACKMAN","EVAN TODD, PARKER YOUNG, CHORD OVERSTREET, JON GABRUS, KATE FLANNERY, BROOKE DILLMAN, JENNIFER DAMIANO, JORDAN LANE PRICE, ALEX RENNIE, JAKE EPSTEIN","UNITED STATES",2015,UR,"86 min","Comedies, LGBTQ Movies","A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they're determined to help him find the right guy.",2016-05-05
s2388,MOVIE,"4TH REPUBLIC","ISHAYA BAKO","KATE HENSHAW-NUTTAL, ENYINNA NWIGWE, LINDA EJIOFOR, YAKUBU MOHAMMED, BIMBO MANUEL, SANI MU’AZU, EMIL HIRAI-GARUBA, REKIYA IBRAHIM ATTA",NIGERIA,2019,TV-MA,"120 min","Dramas, International Movies, Thrillers","After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.",2020-06-13
s6017,MOVIE,"5 COWOK JAGOAN","ANGGY UMBARA","ARIO BAYU, ARIFIN PUTRA, DWI SASONO, MUHADKLY ACHO, CORNELIO SUNNY, TIKA BRAVANI, NIRINA ZUBIR, GANINDRA BIMO, VERDI SOLAIMAN",NULL,2017,TV-MA,"106 min","Action & Adventure, Comedies, International Movies","Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.",2019-01-05
s4001,MOVIE,"5 FLIGHTS UP","RICHARD LONCRAINE","JOSH PAIS, CLAIRE VAN DER BOOM, MORGAN FREEMAN, DIANE KEATON, CARRIE PRESTON, CYNTHIA NIXON, KOREY JACKSON, DIANE CIESLA, MICHAEL CRISTOFER","UNITED STATES",2014,PG-13,"92 min","Comedies, Dramas, Independent Movies","A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.",2019-03-17
s4316,MOVIE,"5 STAR CHRISTMAS","MARCO RISI","MASSIMO GHINI, RICKY MEMPHIS, MARTINA STELLA, RALPH PALKA, BIAGIO IZZO, RICCARDO ROSSI, PAOLA MINACCIONI",ITALY,2018,TV-14,"96 min","Comedies, International Movies","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.",2018-12-07
s6018,MOVIE,"5 TO 7","VICTOR LEVIN","ANTON YELCHIN, BÉRÉNICE MARLOHE, OLIVIA THIRLBY, LAMBERT WILSON, FRANK LANGELLA, GLENN CLOSE","UNITED STATES",2014,R,"97 min","Comedies, Dramas, Romantic Movies","A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.",2017-03-16
s6019,MOVIE,"50 FIRST DATES","PETER SEGAL","ADAM SANDLER, DREW BARRYMORE, ROB SCHNEIDER, SEAN ASTIN, LUSIA STRUS, DAN AYKROYD, AMY HILL, ALLEN COVERT, BLAKE CLARK, MAYA RUDOLPH","UNITED STATES",2004,PG-13,"99 min","Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day.",2020-12-01
s6020,MOVIE,50/50,"JONATHAN LEVINE","JOSEPH GORDON-LEVITT, SETH ROGEN, ANNA KENDRICK, BRYCE DALLAS HOWARD, ANJELICA HUSTON, SERGE HOUDE, ANDREW AIRLIE, MATT FREWER, PHILIP BAKER HALL, MARIE AVGEROPOULOS, JESSICA PARKER KENNEDY","UNITED STATES",2011,R,"100 min","Comedies, Dramas, Independent Movies","An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.",2019-06-01
s1374,"TV SHOW",50M2,NULL,"ENGIN ÖZTÜRK, KÜRŞAT ALNIAÇIK, CENGIZ BOZKURT, AYBÜKE PUSAT, TOLGA TEKIN, ÖZGÜR EMRE YILDIRIM, YIĞIT KIRAZCI",TURKEY,2021,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Thrillers","Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood.",2021-01-27
s6021,MOVIE,5CM,"RIZAL MANTOVANI","HERJUNOT ALI, RALINE SHAH, FEDI NURIL, PEVITA PEARCE, SAYKOJI, DENNY SUMARGO, DIDI PETET, FIRRINA SINATRYA",INDONESIA,2012,TV-14,"126 min","Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.",2018-09-28
s2625,MOVIE,5GANG,"MATEI DIMA","ANDREI SELARU, DORIAN POPA, JULIA MARCAN, ANA RADU, COSMIN NEDELCU, DIANA CONDURACHE, ANDREI GAVRIL, LUCA BOGDAN",ROMANIA,2019,TV-14,"96 min","Comedies, International Movies","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",2020-04-27
s4935,MOVIE,"6 BALLOONS","MARJA LEWIS RYAN","ABBI JACOBSON, DAVE FRANCO, JANE KACZMAREK, TIM MATHESON, CHARLOTTE CAREL, MADELINE CAREL, MAYA ERSKINE, DAWAN OWENS, JEN TULLOCK","UNITED STATES",2018,TV-MA,"75 min","Dramas, Independent Movies","A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.",2018-04-06
